動物的流水編號,動物的區域編號,動物所屬縣市代碼,動物所屬收容所代碼,動物的實際所在地,動物的類型,動物性別,動物體型,動物毛色,動物年紀,是否絕育,是否施打狂犬病疫苗,動物尋獲地,動物網頁標題,動物狀態,資料備註,其他說明,開放認養時間(起),開放認養時間(迄),動物資料異動時間,動物資料建立時間,動物所屬收容所名稱,圖片名稱(原始名稱),圖片名稱,圖片base64編碼,異動時間,cDate,地址,聯絡電話,
10403240501003,1040564,5,78,宜蘭縣流浪動物中途之家,狗,M,SMALL,黃,CHILD,N,N,壯圍壯五路,,OPEN,,,2015-03-24,2999-12-31,2017-05-24 18:50:18,2015-03-24 17:20:46,宜蘭縣流浪動物中途之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/78/13947826b5ada5be90119e5c610f8a10.jpg,,,2017/5/25 上午 12:00:18,宜蘭縣五結鄉成興村利寶路60號,039-602350,
10312260501001,1033170,5,78,宜蘭縣流浪動物中途之家,狗,F,SMALL,黑,CHILD,N,N,員山西湖村,,OPEN,,,2014-12-26,2999-12-31,2017-05-24 18:50:12,2014-12-26 13:29:42,宜蘭縣流浪動物中途之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/78/98ca1d09997f5646feef6a08fe4f0c2b.jpg,,,2017/5/25 上午 12:00:14,宜蘭縣五結鄉成興村利寶路60號,039-602350,
10511091005013,10510260010,10,91,中途動物醫院,狗,M,MEDIUM,白色,ADULT,T,N,,,OPEN,我在北屯區聖心犬貓醫院等待你，聯絡電話04-22382896,,2016-11-09,2999-12-31,2017-05-24 18:50:02,2016-11-09 15:27:14,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/01af64125530ffd064763a7124e22ade.png,,,2017/5/25 上午 12:02:35,,,
10604211005007,10604050021,10,91,中途動物醫院,貓,M,SMALL,黃白,ADULT,T,N,,,OPEN,我在潭子區 聖安動物醫院開放認養 歡迎來電詢問04-25350238,,2017-04-21,2999-12-31,2017-05-24 18:49:59,2017-04-21 13:26:43,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/406b596fccf5f92771cd40682e299413.png,,,2017/5/25 上午 12:03:42,,,
10305261002004,10305110007,10,67,南屯園區,狗,M,MEDIUM,白色,CHILD,T,N,,,OPEN,,,2014-05-27,2999-12-31,2017-05-24 18:49:09,2014-05-26 09:58:11,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/a02e053d0d9b21fa56cec9b3cb81c675.png,,,2017/5/24 下午 11:59:41,臺中市南屯區中台路601號,04-23850976,
10308271005007,10308186023,10,91,中途動物醫院,貓,M,SMALL,白色,ADULT,T,N,,,OPEN,南屯區信揚動物醫院開放認養~Tel:04-24722543~,,2014-08-27,2999-12-31,2017-05-24 18:48:51,2014-08-27 10:52:12,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/14b1325c3be54d89b18eefb79ac25710.png,,,2017/5/24 下午 11:59:57,,,
10308211501001,1030820-3,15,71,嘉義市流浪犬收容中心,狗,M,SMALL,白色,ADULT,N,N,中山路,,OPEN,,,2014-08-21,2999-12-31,2017-05-24 18:48:39,2014-08-21 10:52:34,嘉義市流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/71/7302e3b33ec1c08d3f19da132d34b93f.jpg,,,2017/5/24 下午 11:59:57,嘉義市彌陀路101號旁(環保局停車場內)。,05-2168661,
10312091005011,10311240020,10,91,中途動物醫院,狗,M,MEDIUM,白色,CHILD,T,N,,,OPEN,大里區慈濟動物醫院開放認養~Tel:04-24811675~,,2014-12-09,2999-12-31,2017-05-24 18:48:22,2014-12-09 11:37:33,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/aaf58e5ba4058d7d6e39fe99d654e18c.png,,,2017/5/25 上午 12:00:13,,,
10404011005004,10403170001,10,91,中途動物醫院,狗,M,MEDIUM,白色,ADULT,T,N,,,OPEN,我在南屯區凱文兄弟動物醫院等待認養~Tel:04-24750006~,,2015-04-01,2999-12-31,2017-05-24 18:48:15,2015-04-01 16:47:59,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/a0579dd670e24e0e8b76a88284748281.png,,,2017/5/25 上午 12:00:20,,,
10408101002003,10407220014,10,67,南屯園區,狗,M,MEDIUM,白色,CHILD,T,N,,,OPEN,,,2015-08-10,2999-12-31,2017-05-24 18:47:26,2015-08-10 16:47:47,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/0ea55bc156185ac63938a69681480366.png,,,2017/5/25 上午 12:00:33,臺中市南屯區中台路601號,04-23850976,
10408101002005,10407220016,10,67,南屯園區,狗,M,MEDIUM,白色,CHILD,T,N,,,OPEN,,,2015-08-10,2999-12-31,2017-05-24 18:47:07,2015-08-10 16:49:36,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/c45baab6d907b82ea85c6c59362f8d69.png,,,2017/5/25 上午 12:00:33,臺中市南屯區中台路601號,04-23850976,
10508160601014,20160816014,6,61,,狗,M,MINI,黑,CHILD,F,N,桃園區,,OPEN,,,2016-08-16,2999-12-31,2017-05-24 18:44:14,2016-08-16 16:39:55,桃園市動物保護教育園區,,,,,2017/5/25 上午 12:02:07,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10601161005011,10512120013,10,91,中途動物醫院,狗,M,MEDIUM,白色,CHILD,T,N,,,OPEN,我在北屯區 永信動物醫院開放認養 歡迎來電詢問04-24371487,,2017-01-16,2999-12-31,2017-05-24 18:42:14,2017-01-16 11:32:45,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/da1e11a9bfd084b34ee452425a833f1d.png,,,2017/5/25 上午 12:03:00,,,
10603031002004,10512310004,10,67,南屯園區,狗,M,MEDIUM,白色,ADULT,T,N,,,OPEN,體型偏大*認養主打星：一歲以上混種成犬，免費提供1次認養後基礎健康檢查、犬 隻飼主訓練課程、犬隻行為諮詢服務、飼主飼養管理講座等多重認養好 禮！,,2017-03-03,2999-12-31,2017-05-24 18:42:12,2017-03-03 18:57:20,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/2c4bfd6deb5ef80c43e295e92d43b182.png,,,2017/5/25 上午 12:03:18,臺中市南屯區中台路601號,04-23850976,
10601200601011,20170120011,6,61,,狗,M,MINI,黃,CHILD,F,N,新屋區,,OPEN,,,2017-01-20,2999-12-31,2017-05-24 18:35:06,2017-01-20 16:21:38,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/2cb01ebcd467a1282f86efa5face0b30.jpg,,,2017/5/25 上午 12:03:02,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10302270401002,D1015,4,48,基隆市寵物銀行,狗,M,MEDIUM,斑紋,ADULT,N,T,中正區,,OPEN,,,2014-02-27,2999-12-31,2017-05-24 18:28:20,2014-02-27 14:45:53,基隆市寵物銀行,,http://animal-adoption.coa.gov.tw/uploads/animal_album/48/2cc4f3c7025476e47a2d7e273c8ebc06.JPG,,,2017/5/24 下午 11:59:22,20653基隆市七堵區瑪西里大華三路45-12號(欣欣安樂園旁),02-24560148,
10301100005022,10301040011,10,91,中途動物醫院,狗,F,MEDIUM,黃色,CHILD,T,N,,,OPEN,北區中台動物醫院開放認養~Tel:04-22922955~,,2014-01-13,2999-12-31,2017-05-24 18:27:58,2014-01-10 13:57:27,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/bb1bd05d135639a1303f88ba530ac6b6.png,,,2017/5/24 下午 11:59:17,,,
10604131101004,C20-1060411003,11,69,彰化縣流浪狗中途之家,狗,F,MEDIUM,黃色,ADULT,T,T,彰化市,,OPEN,106年4月11日進入收容所，捕捉或拾獲地點：彰化市桃源里龍涎路136號，即日起開放領養,,2017-04-13,2999-12-31,2017-05-24 18:26:53,2017-04-13 14:13:25,彰化縣流浪狗中途之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/69/1492063959_69_fbade9e36a3f36d3d676c1b808451dd7.png,,,2017/5/25 上午 12:03:39,彰化縣員林鎮大峰里阿寶坑426號  請於彰化縣芬園鄉大彰路一段875巷進入,04-8590638,
10605181901007,1060302,19,79,花蓮縣流浪犬中途之家,狗,F,MEDIUM,黑色,CHILD,N,T,,,OPEN,進場日期:106/5/18 晶片號碼:990000000209963 注射：八合一 行政程序進行中，暫不開放認養,,2017-05-18,2999-12-31,2017-05-24 18:25:40,2017-05-18 16:53:13,花蓮縣流浪犬中途之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/79/c1832d75cc65a7bc6aa5dfff852a4c3c.jpg,,,2017/5/25 上午 12:04:02,花蓮縣吉安鄉南濱路1段599號,038-421452,
10605111701010,0508D6-1,17,75,高雄市壽山站動物保護教育園區,貓,F,SMALL,虎斑,CHILD,N,N,前鎮區瑞隆路,,OPEN,,,2017-05-11,2999-12-31,2017-05-24 18:20:08,2017-05-11 10:23:56,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/134d0d4c868d5dcce7e85620d9ce1c34.jpg,,,2017/5/25 上午 12:03:57,高雄市鼓山區萬壽路350號,07-5519059,
10306270201046,103061218,2,49,臺北市,狗,M,MINI,黑黃,CHILD,F,N,景美運動公園,,OPEN,子,,2014-07-10,2999-12-31,2017-05-24 18:17:54,2014-06-27 15:11:13,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/09d2865ddeb4cfabdd0f6baf464a74df.JPG,,,2017/5/24 下午 11:59:49,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10406150501001,1041025,5,78,宜蘭縣流浪動物中途之家,狗,M,BIG,黃,CHILD,N,N,大同牛鬥,,OPEN,,,2015-06-15,2999-12-31,2017-05-24 18:09:36,2015-06-15 13:57:53,宜蘭縣流浪動物中途之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/78/bf737d1209a4d1963ed5d1ce4a6f2ca7.jpg,,,2017/5/25 上午 12:00:27,宜蘭縣五結鄉成興村利寶路60號,039-602350,
10605221602002,S060519-05,16,74,台南市善化站動物之家,狗,F,MEDIUM,黑,CHILD,F,N,善化區東昌里,,OPEN,,,2017-05-22,2999-12-31,2017-05-24 18:09:12,2017-05-22 14:41:33,臺南市動物之家善化站,,http://animal-adoption.coa.gov.tw/uploads/animal_album/74/20e6c28bd79fb911322e7a2490f1c664.jpg,,,2017/5/25 上午 12:04:04,臺南市善化區東昌里東勢寮1之19號,06-5832399,
10603081101001,E11-1060308001,11,69,員林市碰碰狗,狗,F,MEDIUM,虎斑,ADULT,F,T,員林鎮,,OPEN,106年3月8日進入收容所，捕捉或拾獲地點：員林市碰碰狗，即日起開放領養 犬隻位於流浪動物愛心認養小棧 - 員林市碰碰狗，歡迎電話洽詢：04-8342888,,2017-03-08,2999-12-31,2017-05-24 18:08:56,2017-03-08 15:36:20,彰化縣流浪狗中途之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/69/1488957980_69_7f0425a8a61e7d728ce2de027734ca96.png,,,2017/5/25 上午 12:03:20,彰化縣員林鎮大峰里阿寶坑426號  請於彰化縣芬園鄉大彰路一段875巷進入,04-8590638,
10403200311001,10403200311001,3,60,新北市三芝動物之家,狗,F,SMALL,黑色,CHILD,N,N,石門區山溪里10-4號,,OPEN,,,2015-05-08,2999-12-31,2017-05-24 18:08:04,2015-03-20 15:34:30,新北市三芝區公立動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/60/9724b959fe492117d5606f0a6b288810.JPG,,,2017/5/25 上午 12:00:23,新北市三芝區中山路一段32號,02-26365436,
10306270201127,103061612,2,49,臺北市,貓,M,SMALL,虎斑,CHILD,F,N,政大二路,,OPEN,,,2014-07-10,2999-12-31,2017-05-24 18:07:11,2014-06-27 15:11:16,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/a4807b9fd0422af9aaca3112d21915cb.JPG,,,2017/5/24 下午 11:59:51,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10304230302001,新店20140422,3,51,新北市新店動物之家,貓,N,MINI,橘虎斑,CHILD,N,N,新北市新店區中正路,,OPEN,,,2014-04-23,2999-12-31,2017-05-24 18:06:13,2014-04-23 14:51:53,新北市新店區公立動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/51/23af1c9e0286626a6b368f78f284fa3a.jpg,,,2017/5/24 下午 11:59:35,新北市新店區安泰路235號,02-22159462,
10511240601007,20161124004,6,61,,貓,M,MEDIUM,虎斑,ADULT,N,N,蘆竹區,,OPEN,,,2016-11-24,2999-12-31,2017-05-24 18:02:10,2016-11-24 16:12:36,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/a54f055edc6bbedb683f0b60078d2931.jpg,,,2017/5/25 上午 12:02:38,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10305290201068,103052804,2,49,臺北市,貓,M,MEDIUM,白,ADULT,F,N,,,OPEN,,,2014-05-29,2999-12-31,2017-05-24 17:57:04,2014-05-29 12:13:31,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/1401335456_49_4cf2aba5b6b0bb41e848bf18ff9477eb.jpg,,,2017/5/24 下午 11:59:42,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10306060201013,103060106,2,49,臺北市,貓,F,MEDIUM,虎斑白,ADULT,F,N,環河南路1段,,OPEN,,,2014-06-06,2999-12-31,2017-05-24 17:56:37,2014-06-06 18:35:24,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/1402050490_49_a9e87aa4282ed8971d5046503df62103.jpg,,,2017/5/24 下午 11:59:44,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10306060201010,103060103,2,49,臺北市,貓,M,MINI,黃,CHILD,F,N,八德分隊,,OPEN,,,2014-06-06,2999-12-31,2017-05-24 17:56:18,2014-06-06 18:35:24,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/1402050486_49_0d36e754bae9303efdc60ea7e760d898.jpg,,,2017/5/24 下午 11:59:43,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10306240201036,103060811,2,49,臺北市,貓,F,MEDIUM,棕,ADULT,T,N,,,OPEN,大家好!我的名字叫金星，我的年紀比較大了!希望有個溫暖依靠的家，能讓我安養天年!,,2014-06-24,2999-12-31,2017-05-24 17:55:30,2014-06-24 14:59:21,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/1407406407_49_79820a9d820e7c9ed5d4566e5916babb.jpg,,,2017/5/24 下午 11:59:46,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10306270201033,103061205,2,49,臺北市,狗,M,MEDIUM,黃白,ADULT,F,N,中華路一段,,OPEN,,,2014-07-10,2999-12-31,2017-05-24 17:55:13,2014-06-27 15:11:12,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/7f7fc27aa01fe2bd02a15776822bd8c1.JPG,,,2017/5/24 下午 11:59:49,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10306270201191,103061828,2,49,臺北市,貓,F,MEDIUM,黃白,ADULT,F,N,松江分隊,,OPEN,毛嚴重糾結,,2014-07-10,2999-12-31,2017-05-24 17:54:06,2014-06-27 15:11:18,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/f17fff38ab9d54646d99ac94182820ad.JPG,,,2017/5/24 下午 11:59:52,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10306270201192,103061829,2,49,臺北市,貓,F,MEDIUM,白,ADULT,T,N,,,OPEN,早安~~~~ 我是美魔女拉拉 雖然已經有年紀了 但我的保養還算不錯吧! 喜歡我的要趕快到動物之家唷<3,,2014-07-10,2999-12-31,2017-05-24 17:53:50,2014-06-27 15:11:19,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/3d253d98e47af212fe5abdec8ffd8fe9.jpg,,,2017/5/24 下午 11:59:52,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10306270201193,103061830,2,49,臺北市,貓,M,MEDIUM,白,ADULT,T,N,,,OPEN,,,2014-07-10,2999-12-31,2017-05-24 17:53:39,2014-06-27 15:11:19,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/22c96861750eac7a90a9182f3a69d06e.jpg,,,2017/5/24 下午 11:59:52,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10307190201124,103070303,2,49,臺北市,貓,M,MEDIUM,白,ADULT,T,N,嘉慶動物醫院,,OPEN,動保案件,,2014-08-28,2999-12-31,2017-05-24 17:51:13,2014-07-19 18:34:10,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/1409051863_49_985b27cfe623782fa3924b6cb78d7cb7.JPG,,,2017/5/24 下午 11:59:58,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10307190201128,103070401,2,49,臺北市,貓,F,MEDIUM,白,ADULT,F,N,動物之家,,OPEN,無牙齒 有剃毛,,2014-08-28,2999-12-31,2017-05-24 17:50:50,2014-07-19 18:34:10,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/1409051929_49_8561315474f39a8a8a4ddef60f679b4c.jpg,,,2017/5/24 下午 11:59:58,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10310220201003,103102109,2,49,臺北市,貓,M,SMALL,黃白,CHILD,F,N,師大路92巷,,OPEN,你好!我是可愛的毛寶，想認養我嗎?快來動物之家吧! ,14274,2014-10-27,2999-12-31,2017-05-24 17:49:42,2014-10-22 09:15:03,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/1646f4a1ab7abee8cc91642ad839e3ed.jpg,,,2017/5/25 上午 12:00:07,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10503150201005,105031506,2,49,臺北市,貓,M,MINI,黑,CHILD,F,N,中華路2段504巷,,OPEN,嗨~我叫星辰，年紀還小的我，不想再被我的室友踩來踩去了!我想要一個溫暖充滿愛的家，快來幫幫我吧!,19637,2016-03-16,2999-12-31,2017-05-24 17:48:42,2016-03-15 15:39:27,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/74a160ac37cd1f2fec027a41e460d2a6.jpg,,,2017/5/25 上午 12:01:15,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10605191801003,10605191801003,18,77,屏東縣流浪動物收容所,狗,M,MEDIUM,黃色,ADULT,F,N,,,OPEN,,,2017-05-19,2018-06-01,2017-05-24 17:48:13,2017-05-19 15:42:21,屏東縣流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/77/42d3b4dcfd8b950e84eb74450fe51728.png,,,2017/5/25 上午 12:04:02,屏東縣內埔鄉學府路1號(屏東科技大學內),08-7740588#6332；08-7701094,
10605191801005,10605191801005,18,77,屏東縣流浪動物收容所,狗,M,MEDIUM,黑色,ADULT,F,N,,,OPEN,,,2017-05-19,2018-06-01,2017-05-24 17:48:05,2017-05-19 15:44:43,屏東縣流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/77/48c7bd00dcff877319879d3da5ade3c5.png,,,2017/5/25 上午 12:04:02,屏東縣內埔鄉學府路1號(屏東科技大學內),08-7740588#6332；08-7701094,
10602060201011,106020609,2,49,臺北市,貓,M,MEDIUM,虎斑白,ADULT,F,N,南京東路4段,,OPEN,左剪耳 大家好~我叫羅伯，緊張的我希望可以找到溫暖的家，可以給我個機會嗎?,22981,2017-03-01,2999-12-31,2017-05-24 17:47:53,2017-02-06 15:20:03,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/53d13953961fb6c34eafcf35498066a9.jpg,,,2017/5/25 上午 12:03:16,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10509221201006,151201-214,12,70,南投縣公立動物收容所,狗,F,MEDIUM,黑色,ADULT,T,N,,,OPEN,,,2016-09-22,2999-12-31,2017-05-24 17:47:27,2016-09-22 09:16:56,南投縣公立動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/70/294ab940f3de0ad5c2301f7d0f44aa9c.jpg,,,2017/5/25 上午 12:02:19,南投縣南投市嶺興路36之1號,049-2225440,
10506040601001,20160604001,6,61,,狗,M,MEDIUM,花色,ADULT,N,N,新屋區,,OPEN,,,2016-06-04,2999-12-31,2017-05-24 17:47:07,2016-06-04 16:37:46,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/5ebe33e3f3610942cf698fae665480f2.jpg,,,2017/5/25 上午 12:01:34,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10605191801009,10605191801009,18,77,屏東縣流浪動物收容所,狗,F,MEDIUM,黑白,ADULT,F,N,,,OPEN,,,2017-05-19,2999-12-31,2017-05-24 17:46:52,2017-05-19 15:49:46,屏東縣流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/77/82a5c335ccd7d8813039f52fd6bf9414.png,,,2017/5/25 上午 12:04:04,屏東縣內埔鄉學府路1號(屏東科技大學內),08-7740588#6332；08-7701094,
10603040201015,106030403,2,49,臺北市,貓,M,MEDIUM,虎斑白,ADULT,F,N,東山路25巷81弄,,OPEN,你們好，我是熊大。 強壯的我想要保護你， 你可以餵我吃好吃的罐罐嗎， 快帶我回家給我機會表現唷！,23197,2017-03-25,2999-12-31,2017-05-24 17:46:28,2017-03-04 13:39:52,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/9dc3b05fa66ba0eead6316e48dae28d0.jpg,,,2017/5/25 上午 12:03:28,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10603220201002,106032205,2,49,臺北市,貓,M,MEDIUM,黃,ADULT,F,N,菁山路131巷,,OPEN,URI 你在看我嗎?我的名字叫伊凡，有點小感冒的我，希望有人願意帶我回家照顧，那個人會是你嗎?,23381,2017-04-11,2999-12-31,2017-05-24 17:46:10,2017-03-22 14:24:59,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/debdadc4eb4f6a64d0d02912f84f41a8.jpg,,,2017/5/25 上午 12:03:36,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10605090201012,106050904,2,49,臺北市,貓,M,MEDIUM,黃,CHILD,F,N,新明路219巷,,OPEN,哈囉~我的名字叫小?，我的個性有些害羞、有些緊張，請多給我一點時間適應唷!,23862,2017-05-10,2999-12-31,2017-05-24 17:45:19,2017-05-09 16:14:24,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/bad538b2467a2e1ded9f97eb38b8a0e2.jpg,,,2017/5/25 上午 12:03:56,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10605182101006,106-5-17-C7,21,83,澎湖縣流浪動物收容中心,貓,M,MINI,黃色,CHILD,F,F,馬公市,,OPEN,,,2017-05-18,2999-12-31,2017-05-24 17:43:52,2017-05-18 15:42:47,澎湖縣流浪動物收容中心,,http://animal-adoption.coa.gov.tw/uploads/animal_album/83/b88808878d6e41b35c0207d842bf644f.jpg,,,2017/5/25 上午 12:04:01,澎湖縣馬公市烏崁里260號,06-9213559,
10505100903004,105050304,9,65,苗栗動物收容所,貓,N,SMALL,虎斑,CHILD,F,F,公館鄉,,OPEN,105年5月3日進所,,2016-05-10,2999-12-31,2017-05-24 17:34:28,2016-05-10 09:53:52,苗栗動物收容所--狗狗收容區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/65/768326cc5be565670657870bc30bc01e.jpg,,,2017/5/25 上午 12:01:28,苗栗縣苗栗市新川里泉水窩1號,037-368997 (請於開放時間內來電),
10508030903004,105080304,9,65,苗栗縣動物保護防疫所,貓,F,SMALL,虎斑,CHILD,T,F,竹南鎮,,OPEN,,,2016-08-03,2999-12-31,2017-05-24 17:34:19,2016-08-03 15:05:15,苗栗動物收容所--狗狗收容區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/65/ca8fcff626da062292bff03635a694ab.jpg,,,2017/5/25 上午 12:02:01,苗栗縣苗栗市新川里泉水窩1號,037-368997 (請於開放時間內來電),
10602240903002,106022204,9,65,苗栗縣動物保護防疫所,貓,F,MEDIUM,三花,CHILD,F,N,三義鄉三義鄉火炎山森林生態教育館附近     ,,OPEN,,,2017-02-24,2999-12-31,2017-05-24 17:33:43,2017-02-24 10:27:21,苗栗動物收容所--狗狗收容區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/65/f9d711de96564e1febcf9b3c5e0a3dad.jpg,,,2017/5/25 上午 12:03:15,苗栗縣苗栗市新川里泉水窩1號,037-368997 (請於開放時間內來電),
10604230201003,106042304,2,49,臺北市,貓,F,MEDIUM,灰白,ADULT,T,N,,,OPEN,大家好~我的名字叫Tiger，年紀大的我需要一個安穩的養老環境，願意給我一個機會的話，請到動物之家看看我!,23650,2017-04-23,2999-12-31,2017-05-24 17:33:14,2017-04-23 17:39:56,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/c0c2fe59a8192aa2611ef70eca77c327.jpg,,,2017/5/25 上午 12:03:43,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10604271002002,10603140005,10,67,,狗,F,MEDIUM,其他黑棕,CHILD,T,N,,,OPEN,我在豐原區"玖雅寵物用品館"等待主人的愛心認養！聯絡電話：04-25288437 台中市豐原區豐南街86號,,2017-04-27,2999-12-31,2017-05-24 17:32:41,2017-04-27 15:42:27,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/46a46bc8525e5304b41c4c7914d5ab4e.png,,,2017/5/25 上午 12:03:44,臺中市南屯區中台路601號,04-23850976,
10305300302001,新店20140529-1,3,51,新北市新店動物之家,狗,F,SMALL,黑色,CHILD,N,N, 新北市新店區安泰路,,OPEN,,,2014-05-30,2999-12-31,2017-05-24 17:32:12,2014-05-30 11:13:50,新北市新店區公立動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/51/2cf36a6fff19e372d29508012d18ead8.jpg,,,2017/5/24 下午 11:59:43,新北市新店區安泰路235號,02-22159462,
10306010201003,103052903,2,49,臺北市,狗,F,MINI,黃,CHILD,F,N,南深路,,OPEN,,,2014-06-01,2999-12-31,2017-05-24 17:31:44,2014-06-01 18:53:39,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/1401620053_49_3186e9591c82230c9779993546c65967.jpg,,,2017/5/24 下午 11:59:43,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10508010201005,105073003,2,49,臺北市,狗,M,MEDIUM,米,ADULT,T,N,中社路與明溪街口,,OPEN,動保案件 大家好，我是芬達， 我很親狗，但是對人還是很害羞 雖然來蠻久了，但還是缺乏社會化， 不過上相的我會加油的， 祝福我的春天快來唷！,21196,2017-01-10,2999-12-31,2017-05-24 17:30:55,2016-08-01 10:35:03,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/027e84f0b48babbb805d8ebb7c612c2b.jpg,,,2017/5/25 上午 12:02:58,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10306060201103,103060508,2,49,臺北市,狗,F,MINI,黑,CHILD,F,N,昆陽街,,OPEN,,,2014-06-06,2999-12-31,2017-05-24 17:29:48,2014-06-06 18:35:27,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/1402050603_49_3b41e378c39b055cb30c951626ac0cec.jpg,,,2017/5/24 下午 11:59:44,臺北市內湖區潭美街852號,02-87913254;02-87913255,
